製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,,
8677,-0.2136,1.0218,0.4691,-0.9704,,0.2136
8678,0.0148,1.0346,0.4948,-0.9832,,0.0148
8679,0.0741,1.0475,0.5077,-1.0089,,0.0741
8680,0.2077,1.0732,0.5205,-0.9961,,0.2077
8681,0.1902,1.0989,0.5591,-1.0089,,0.1902
8682,0.2627,1.0989,0.5848,-1.0089,,0.2627
8683,0.0944,1.1246,0.5591,-1.0089,,0.0944
8684,-0.0478,1.1246,0.5848,-1.0346,,0.0478
8685,0.0233,1.0989,0.5976,-0.9961,,0.0233
8686,-0.0852,1.0989,0.5848,-0.9447,,0.0852
8687,-0.1484,1.0989,0.5591,-0.9061,,0.1484
8688,-0.2005,1.0989,0.5205,-0.8418,,0.2005
8689,-0.166,1.0989,0.5077,-0.7904,,0.166
8690,-0.0279,1.0603,0.4948,-0.7133,,0.0279
8691,0.1336,1.0475,0.4691,-0.6491,,0.1336
8692,0.0589,1.0346,0.4177,-0.5976,,0.0589
8693,-0.1925,0.9832,0.3792,-0.482,,0.1925
8694,-0.0356,0.8418,0.3149,-0.4177,,0.0356
8695,0.0606,0.8804,0.2378,-0.3149,,0.0606
8696,0.0788,0.8676,0.1478,-0.2249,,0.0788
8697,0.1203,0.8804,0.0707,-0.1092,,0.1203
8698,0.1766,0.8418,-0.0064,-0.0064,,0.1766
8699,0.1849,0.8418,-0.1092,0.0964,,0.1849
8700,0.1836,0.829,-0.1735,0.1478,,0.1836
8701,0.2244,0.7776,-0.2121,0.1992,,0.2244
8702,0.1722,0.7262,-0.2378,0.2249,,0.1722
8703,0.1169,0.6748,-0.2763,0.3149,,0.1169
8704,0.0511,0.6362,-0.3534,0.4049,,0.0511
8705,0.0219,0.5976,-0.4177,0.4948,,0.0219
8706,-0.1308,0.5591,-0.4563,0.5462,,0.1308
8707,-0.3026,0.5077,-0.5205,0.5848,,0.3026
8708,-0.2696,0.5205,-0.5334,0.6619,,0.2696
8709,-0.2449,0.4434,-0.5591,0.7262,,0.2449
8710,-0.3462,0.4049,-0.5848,0.7776,,0.3462
8711,-0.2471,0.3534,-0.5976,0.8418,,0.2471
8712,-0.1118,0.3277,-0.5848,0.8547,,0.1118
8713,-0.0511,0.2635,-0.5848,0.8418,,0.0511
8714,-0.1067,0.1992,-0.5848,0.9061,,0.1067
8715,-0.1721,0.1607,-0.5719,0.919,,0.1721
8716,-0.1059,0.0835,-0.5719,0.9447,,0.1059
8717,-0.0664,0.0321,-0.5462,0.9318,,0.0664
8718,-0.1025,-0.0193,-0.5205,0.9832,,0.1025
8719,0.1122,-0.0835,-0.4948,0.9704,,0.1122
8720,0.2167,-0.135,-0.4434,0.9832,,0.2167
8721,0.1258,-0.1735,-0.4049,0.9961,,0.1258
8722,0.1219,-0.2378,-0.3792,0.9832,,0.1219
8723,0.1715,-0.2506,-0.3277,0.9575,,0.1715
8724,0.2356,-0.2763,-0.2635,0.9318,,0.2356
8725,0.2525,-0.3277,-0.2249,0.9061,,0.2525
8726,0.2673,-0.3406,-0.1735,0.8547,,0.2673
8727,0.3632,-0.3663,-0.1221,0.8033,,0.3632
8728,0.3923,-0.3792,-0.0578,0.7519,,0.3923
8729,0.2884,-0.4049,-0.0064,0.6619,,0.2884
8730,0.2401,-0.4049,0.0321,0.5976,,0.2401
8731,0.0147,-0.4177,0.0707,0.5077,,0.0147
8732,-0.027,-0.4306,0.1092,0.4177,,0.027
8733,-0.0514,-0.4177,0.135,0.2892,,0.0514
8734,-0.076,-0.4049,0.1607,0.1992,,0.076
8735,-0.1116,-0.392,0.1864,0.1092,,0.1116
8736,-0.1318,-0.3663,0.1864,-0.0064,,0.1318
8737,-0.0721,-0.3149,0.2121,-0.135,,0.0721
8738,-0.0855,-0.2249,0.1992,-0.2506,,0.0855
8739,-0.0302,-0.1992,0.1864,-0.3406,,0.0302
8740,-0.0475,-0.135,0.1735,-0.482,,0.0475
8741,-0.1501,-0.0578,0.1607,-0.5719,,0.1501
8742,-0.2843,0.0193,0.135,-0.7005,,0.2843
8743,-0.1803,0.1092,0.1092,-0.7647,,0.1803
8744,-0.0701,0.1992,0.0707,-0.8547,,0.0701
8745,-0.0496,0.3149,0.0193,-0.9318,,0.0496
8746,-0.0175,0.392,-0.0321,-1.0218,,0.0175
8747,0.0212,0.5077,-0.1092,-1.1118,,0.0212
8748,0.0004,0.6105,-0.1864,-1.1889,,0.0004
8749,0.0078,0.7262,-0.2506,-1.2274,,0.0078
8750,0.0371,0.8161,-0.3149,-1.2917,,0.0371
8751,0.1515,0.9575,-0.392,-1.3431,,0.1515
8752,0.087,1.0475,-0.4563,-1.3945,,0.087
8753,0.105,1.2146,-0.5334,-1.4459,,0.105
8754,0.0897,1.3302,-0.6105,-1.5102,,0.0897
8755,0.1085,1.4588,-0.6748,-1.5616,,0.1085
8756,0.1566,1.613,-0.7005,-1.6387,,0.1566
8757,0.2569,1.7544,-0.7647,-1.703,,0.2569
8758,-0.0479,1.8958,-0.7776,-1.7801,,0.0479
8759,0.0727,2.05,-0.8161,-1.8444,,0.0727
8760,0.1411,2.1785,-0.829,-1.9086,,0.1411
8761,0.1064,2.3199,-0.8676,-1.9729,,0.1064
8762,-0.0697,2.4613,-0.8804,-2.0371,,0.0697
8763,-0.1605,2.6027,-0.9061,-2.0757,,0.1605
8764,-0.255,2.7569,-0.919,-2.1271,,0.255
8765,-0.1767,2.8597,-0.9318,-2.1914,,0.1767
8766,0.0087,2.9882,-0.8933,-2.2042,,0.0087
8767,-0.2996,3.0782,-0.8676,-2.2299,,0.2996
8768,-0.1104,3.2581,-0.8161,-2.2556,,0.1104
8769,0.0387,3.3096,-0.7776,-2.2299,,0.0387
8770,0.0778,3.3867,-0.7005,-2.2299,,0.0778
8771,-0.0601,3.4638,-0.6619,-2.2042,,0.0601
8772,-0.6562,3.5152,-0.6234,-2.1785,,0.6562
8773,-0.9561,3.5409,-0.5848,-2.1271,,0.9561
8774,-0.9623,3.5281,-0.5205,-2.0628,,0.9623
8775,-0.9859,3.5152,-0.4691,-1.9857,,0.9859
8776,-0.5678,3.4895,-0.4049,-1.9086,,0.5678
8777,0.1261,3.4638,-0.3663,-1.8315,,0.1261
8778,0.8052,3.4252,-0.3149,-1.7158,,0.8052
8779,1.2186,3.361,-0.302,-1.6259,,1.2186
8780,1.125,3.2839,-0.2506,-1.5102,,1.125
8781,0.7977,3.1939,-0.2249,-1.3945,,0.7977
8782,0.5539,3.0911,-0.1735,-1.2917,,0.5539
8783,0.6901,3.0011,-0.135,-1.2146,,0.6901
8784,0.6748,2.8854,-0.1092,-1.1246,,0.6748
8785,0.128,2.7826,-0.0707,-1.0346,,0.128
8786,-0.3238,2.6669,-0.0578,-0.9575,,0.3238
8787,-0.5392,2.5512,-0.0193,-0.9061,,0.5392
8788,-0.5613,2.4227,0.0064,-0.8676,,0.5613
8789,-0.3598,2.2813,0.0193,-0.7647,,0.3598
8790,-0.0789,2.14,0.0707,-0.739,,0.0789
8791,0.35,1.9857,0.0835,-0.6619,,0.35
8792,0.173,1.8315,0.1221,-0.5976,,0.173
8793,-0.5628,1.6773,0.135,-0.5719,,0.5628
8794,-1.5558,1.4716,0.1607,-0.5205,,1.5558
8795,-1.9293,1.2403,0.2121,-0.4306,,1.9293
8796,-1.4829,1.0089,0.2506,-0.3792,,1.4829
8797,-0.65,0.7776,0.2763,-0.3277,,0.65
8798,-0.2159,0.5334,0.3149,-0.3277,,0.2159
8799,0.4154,0.2506,0.3534,-0.3277,,0.4154
8800,0.8641,0.0064,0.3663,-0.3277,,0.8641
8801,1.3804,-0.2506,0.4177,-0.3792,,1.3804
8802,1.7305,-0.4691,0.4563,-0.4691,,1.7305
8803,1.6734,-0.6876,0.4948,-0.5591,,1.6734
8804,1.0022,-0.919,0.5334,-0.7262,,1.0022
8805,0.3083,-1.0989,0.5848,-0.8804,,0.3083
8806,-1.211,-1.3174,0.6234,-1.0475,,1.211
8807,-1.7781,-1.5102,0.6748,-1.2146,,1.7781
8808,-2.4001,-1.6644,0.7262,-1.4202,,2.4001
8809,-2.0173,-1.9986,0.7647,-1.5744,,2.0173
8810,-0.0943,-2.4356,0.8033,-1.703,,0.0943
8811,1.5075,-2.8083,0.8033,-1.7415,,1.5075
8812,2.4,-3.0525,0.7776,-1.7544,,2.4
8813,2.4,-3.271,0.739,-1.7415,,2.4
8814,0.3331,-3.4509,0.7133,-1.7287,,0.3331
8815,-1.5035,-3.6052,0.739,-1.703,,1.5035
8816,-2.178,-3.7337,0.7519,-1.7415,,2.178
8817,-2.0449,-3.8108,0.7776,-1.7544,,2.0449
8818,-0.3691,-3.8494,0.829,-1.7415,,0.3691
8819,1.8923,-3.8751,0.8547,-1.7158,,1.8923
8820,2.4,-3.8751,0.8933,-1.6901,,2.4
8821,2.1502,-3.8494,0.9318,-1.6387,,2.1502
8822,1.2308,-3.8237,0.9575,-1.5616,,1.2308
8823,0.0792,-3.7723,0.9447,-1.4845,,0.0792
8824,-0.3037,-3.7208,0.919,-1.3945,,0.3037
8825,0.0056,-3.6437,0.8933,-1.3431,,0.0056
8826,0.7365,-3.5409,0.8161,-1.2531,,0.7365
8827,0.699,-3.3995,0.7519,-1.1246,,0.699
8828,0.556,-3.2324,0.6748,-1.0346,,0.556
8829,-0.1028,-3.0654,0.6234,-0.9447,,0.1028
8830,-0.5553,-2.8726,0.5462,-0.8933,,0.5553
8831,-1.2002,-2.6669,0.482,-0.8418,,1.2002
8832,-1.1271,-2.4613,0.4563,-0.8547,,1.1271
8833,-0.8502,-2.2299,0.4306,-0.919,,0.8502
8834,-0.3331,-2.0114,0.4306,-0.9704,,0.3331
8835,-0.4129,-1.8058,0.4434,-1.0989,,0.4129
8836,-0.1504,-1.5873,0.482,-1.2274,,0.1504
8837,-0.6057,-1.3945,0.5334,-1.3688,,0.6057
8838,-0.8124,-1.1889,0.5462,-1.4973,,0.8124
8839,0.0389,-1.0089,0.5591,-1.6002,,0.0389
8840,-0.2323,-0.8161,0.5719,-1.7158,,0.2323
8841,-1.0623,-0.6491,0.5848,-1.8186,,1.0623
8842,-1.5633,-0.4691,0.5848,-1.8958,,1.5633
8843,-2.0749,-0.302,0.5719,-1.9215,,2.0749
8844,-1.0995,-0.135,0.5719,-1.9729,,1.0995
8845,1.2387,0.0193,0.5591,-1.9986,,1.2387
8846,2.3553,0.1864,0.5462,-1.9857,,2.3553
8847,2.4,0.3534,0.5334,-1.9857,,2.4
8848,2.3285,0.5334,0.5205,-2.0243,,2.3285
8849,1.7992,0.7133,0.5077,-2.0243,,1.7992
8850,1.108,0.8676,0.482,-2.0371,,1.108
8851,0.5895,1.0346,0.482,-2.0886,,0.5895
8852,0.8313,1.176,0.4563,-2.1271,,0.8313
8853,0.3033,1.3302,0.4434,-2.14,,0.3033
8854,-0.2998,1.4331,0.4177,-2.1657,,0.2998
8855,-0.7094,1.4845,0.392,-2.1657,,0.7094
8856,-0.2531,1.5102,0.3663,-2.2042,,0.2531
8857,0.7671,1.523,0.302,-2.1914,,0.7671
8858,1.4009,1.5487,0.2635,-2.2042,,1.4009
8859,1.3786,1.6002,0.2121,-2.1657,,1.3786
8860,0.4722,1.6259,0.1992,-2.1914,,0.4722
8861,-0.9523,1.6259,0.1992,-2.2171,,0.9523
8862,-2.4001,1.6773,0.1864,-2.2299,,2.4001
8863,-2.4001,1.6901,0.1992,-2.2428,,2.4001
8864,-2.4001,1.703,0.1735,-2.2556,,2.4001
8865,-1.9574,1.7287,0.2121,-2.2813,,1.9574
8866,-0.5968,1.7801,0.2121,-2.3199,,0.5968
8867,1.3698,1.8186,0.2249,-2.307,,1.3698
8868,2.4,1.8572,0.2378,-2.2942,,2.4
8869,2.4,1.8829,0.2249,-2.2942,,2.4
8870,2.4,1.8829,0.2249,-2.2813,,2.4
8871,1.6071,1.9343,0.2249,-2.2813,,1.6071
8872,1.1136,1.96,0.1992,-2.2428,,1.1136
8873,0.7216,1.9986,0.2121,-2.2428,,0.7216
8874,0.6098,1.9986,0.1992,-2.2042,,0.6098
8875,0.3818,2.0114,0.2121,-2.1657,,0.3818
8876,0.0391,2.0114,0.1864,-2.1143,,0.0391
8877,-0.0136,2.0114,0.1992,-2.1014,,0.0136
8878,-0.3284,2.0114,0.1864,-2.0757,,0.3284
8879,-0.4132,1.9986,0.1735,-2.0243,,0.4132
8880,-0.604,1.9729,0.1864,-2.0371,,0.604
8881,-0.693,1.9472,0.1864,-1.9986,,0.693
8882,-0.4522,1.9215,0.1992,-1.9857,,0.4522
8883,-0.0565,1.8958,0.2121,-1.9215,,0.0565
8884,0.1515,1.8572,0.2121,-1.9215,,0.1515
8885,0.1004,1.8186,0.2121,-1.9215,,0.1004
8886,-0.0842,1.7801,0.2249,-1.8701,,0.0842
8887,-0.2541,1.7544,0.2249,-1.8572,,0.2541
8888,-0.3325,1.703,0.2378,-1.8315,,0.3325
8889,-0.3055,1.6773,0.2378,-1.8058,,0.3055
8890,-0.3045,1.613,0.2249,-1.7929,,0.3045
8891,-0.3161,1.5744,0.2378,-1.7929,,0.3161
8892,-0.3665,1.5616,0.2506,-1.7544,,0.3665
8893,-0.4267,1.5487,0.2506,-1.7544,,0.4267
8894,-0.3653,1.4973,0.2506,-1.7544,,0.3653
8895,-0.2471,1.4845,0.2506,-1.703,,0.2471
8896,-0.0843,1.4459,0.2506,-1.7287,,0.0843
8897,0.039,1.4074,0.2635,-1.6773,,0.039
8898,0.1391,1.3945,0.2635,-1.6516,,0.1391
8899,0.1123,1.3817,0.2763,-1.6387,,0.1123
8900,-0.0089,1.3431,0.2892,-1.6516,,0.0089
8901,-0.0943,1.3174,0.2763,-1.6387,,0.0943
8902,-0.107,1.3174,0.2635,-1.6259,,0.107
8903,-0.1711,1.3174,0.2378,-1.613,,0.1711
8904,-0.2601,1.2917,0.2378,-1.613,,0.2601
8905,-0.2951,1.2788,0.2378,-1.5616,,0.2951
8906,-0.2602,1.266,0.2249,-1.5744,,0.2602
8907,-0.863,1.2531,0.2249,-1.5616,,0.863
8908,-1.1008,1.2917,0.1992,-1.5744,,1.1008
8909,-0.6741,1.2531,0.1864,-1.5487,,0.6741
8910,0.084,1.2274,0.1607,-1.5359,,0.084
8911,0.5913,1.2274,0.135,-1.4845,,0.5913
8912,0.8308,1.2274,0.1221,-1.4716,,0.8308
8913,0.7278,1.2403,0.1092,-1.4202,,0.7278
8914,0.5604,1.2403,0.0835,-1.356,,0.5604
8915,0.4568,1.2403,0.0578,-1.3302,,0.4568
8916,0.3093,1.2403,0.045,-1.3045,,0.3093
8917,0.2933,1.2531,0.0321,-1.266,,0.2933
8918,0.1666,1.2274,0.0064,-1.2403,,0.1666
8919,0.1189,1.2146,-0.0064,-1.1889,,0.1189
8920,0.1417,1.2017,-0.0193,-1.1246,,0.1417
8921,0.0914,1.1889,-0.0193,-1.0989,,0.0914
8922,0.0463,1.176,-0.045,-1.0218,,0.0463
8923,0.0012,1.1889,-0.045,-0.9832,,0.0012
8924,-0.0404,1.1889,-0.0707,-0.9575,,0.0404
8925,-0.0746,1.2017,-0.0707,-0.9447,,0.0746
8926,-0.0746,1.1889,-0.0835,-0.8933,,0.0746
8927,-0.0384,1.2146,-0.0835,-0.8804,,0.0384
8928,-0.0482,1.2274,-0.0835,-0.8418,,0.0482
8929,-0.0135,1.2531,-0.0964,-0.8033,,0.0135
8930,-0.0008,1.2788,-0.1092,-0.7904,,0.0008
8931,-0.0218,1.3045,-0.1092,-0.7647,,0.0218
8932,-0.0222,1.3302,-0.135,-0.739,,0.0222
8933,0.0026,1.356,-0.135,-0.7262,,0.0026
8934,-0.0017,1.3945,-0.1478,-0.7005,,0.0017
8935,-0.0338,1.4331,-0.1478,-0.7005,,0.0338
8936,-0.0357,1.4588,-0.1735,-0.6491,,0.0357
8937,-0.0313,1.4588,-0.1992,-0.6491,,0.0313
8938,-0.0636,1.4973,-0.2249,-0.6619,,0.0636
8939,-0.0863,1.5102,-0.2249,-0.6234,,0.0863
8940,-0.0649,1.523,-0.2249,-0.6105,,0.0649
8941,-0.0338,1.5359,-0.2506,-0.5976,,0.0338
8942,-0.0431,1.5359,-0.2635,-0.5719,,0.0431
8943,-0.0413,1.5487,-0.2635,-0.5976,,0.0413
8944,-0.0357,1.5616,-0.2635,-0.5591,,0.0357
8945,-0.0424,1.5487,-0.2635,-0.5077,,0.0424
8946,-0.0508,1.5744,-0.2763,-0.5077,,0.0508
8947,-0.0613,1.5744,-0.2763,-0.482,,0.0613
8948,0.0042,1.6002,-0.302,-0.4691,,0.0042
8949,0.0599,1.613,-0.3149,-0.4563,,0.0599
8950,0.0698,1.6387,-0.3149,-0.4563,,0.0698
8951,-0.0418,1.6516,-0.302,-0.4434,,0.0418
8952,-0.0357,1.6516,-0.3149,-0.4434,,0.0357
8953,-0.0683,1.6644,-0.3406,-0.4563,,0.0683
8954,-0.054,1.6387,-0.3277,-0.4563,,0.054
8955,-0.0324,1.6259,-0.3149,-0.4691,,0.0324
8956,0.0284,1.6002,-0.3149,-0.4434,,0.0284
8957,0.0907,1.6002,-0.302,-0.482,,0.0907
8958,0.1306,1.5873,-0.302,-0.5205,,0.1306
8959,0.1504,1.5616,-0.302,-0.5077,,0.1504
8960,0.1393,1.5487,-0.302,-0.5205,,0.1393
8961,0.129,1.523,-0.2892,-0.5462,,0.129
8962,0.0618,1.523,-0.2763,-0.5976,,0.0618
8963,-0.0515,1.5102,-0.2892,-0.5591,,0.0515
8964,-0.1554,1.4845,-0.3149,-0.6234,,0.1554
8965,-0.2266,1.4716,-0.2892,-0.6105,,0.2266
8966,-0.1858,1.4331,-0.302,-0.6362,,0.1858
8967,-0.1455,1.4074,-0.2892,-0.6362,,0.1455
8968,-0.1006,1.3688,-0.302,-0.6619,,0.1006
8969,-0.0772,1.3302,-0.3149,-0.6491,,0.0772
8970,-0.0717,1.3045,-0.3277,-0.6876,,0.0717
8971,-0.0501,1.2788,-0.3277,-0.6748,,0.0501
8972,-0.0437,1.266,-0.3277,-0.6748,,0.0437
8973,-0.0146,1.2403,-0.3277,-0.6619,,0.0146
8974,-0.014,1.2017,-0.3277,-0.6748,,0.014
8975,-0.0546,1.2017,-0.3406,-0.6362,,0.0546
8976,-0.0166,1.1889,-0.3534,-0.6362,,0.0166
8977,0.0419,1.1889,-0.3406,-0.6362,,0.0419
8978,0.0807,1.2274,-0.3534,-0.6491,,0.0807
8979,0.112,1.2274,-0.3534,-0.6619,,0.112
8980,0.1503,1.2274,-0.3663,-0.6234,,0.1503
8981,0.1195,1.2274,-0.3663,-0.6491,,0.1195
8982,0.0493,1.2531,-0.392,-0.6362,,0.0493
8983,-0.0518,1.2531,-0.3792,-0.6491,,0.0518
8984,-0.129,1.2531,-0.3792,-0.6234,,0.129
8985,-0.2986,1.266,-0.4049,-0.6491,,0.2986
8986,-0.2687,1.2531,-0.392,-0.6491,,0.2687
8987,-0.1452,1.266,-0.392,-0.6491,,0.1452
8988,-0.0954,1.2788,-0.392,-0.6491,,0.0954
8989,0.0278,1.266,-0.392,-0.6619,,0.0278
8990,0.1299,1.266,-0.3663,-0.6362,,0.1299
8991,0.0921,1.2531,-0.3663,-0.6491,,0.0921
8992,0.1024,1.2403,-0.3277,-0.6748,,0.1024
8993,0.1313,1.2531,-0.3406,-0.6748,,0.1313
8994,0.1398,1.2146,-0.302,-0.7133,,0.1398
8995,0.1078,1.176,-0.2892,-0.7262,,0.1078
8996,0.0822,1.176,-0.2506,-0.739,,0.0822
8997,0.0735,1.1375,-0.2121,-0.739,,0.0735
8998,0.0825,1.1246,-0.1864,-0.7904,,0.0825
8999,0.1269,1.086,-0.135,-0.8161,,0.1269
9000,0.1277,1.0346,-0.0964,-0.8547,,0.1277
9001,0.1281,0.9961,-0.0321,-0.8804,,0.1281
9002,0.0651,0.9704,0.0064,-0.9575,,0.0651
9003,-0.0324,0.9704,0.045,-0.9961,,0.0324
9004,0.0517,0.9318,0.0835,-1.0732,,0.0517
9005,0.0341,0.8933,0.1092,-1.1375,,0.0341
9006,-0.0303,0.8676,0.1478,-1.2146,,0.0303
9007,-0.1182,0.8161,0.1607,-1.266,,0.1182
9008,-0.1448,0.8033,0.1992,-1.3817,,0.1448
9009,-0.151,0.7647,0.2506,-1.4074,,0.151
9010,-0.1601,0.7005,0.2892,-1.5359,,0.1601
9011,-0.1135,0.6491,0.3149,-1.6387,,0.1135
9012,-0.1478,0.5848,0.3534,-1.7158,,0.1478
9013,-0.1406,0.4948,0.392,-1.8186,,0.1406
9014,-0.1783,0.4306,0.4306,-1.9215,,0.1783
9015,-0.2178,0.3277,0.4691,-1.9986,,0.2178
9016,-0.1612,0.2121,0.4948,-2.0757,,0.1612
9017,-0.0577,0.0578,0.5205,-2.1271,,0.0577
9018,0.0268,-0.0964,0.5591,-2.1528,,0.0268
9019,0.1288,-0.2378,0.5719,-2.1657,,0.1288
9020,0.1773,-0.4177,0.5976,-2.1657,,0.1773
9021,0.1828,-0.5976,0.5976,-2.1657,,0.1828
9022,0.1913,-0.7776,0.6105,-2.14,,0.1913
9023,0.1803,-0.9318,0.5848,-2.0886,,0.1803
9024,0.0532,-1.1503,0.5976,-2.0628,,0.0532
9025,-0.0037,-1.3302,0.5976,-2.0114,,0.0037
9026,0.0796,-1.523,0.5848,-1.9729,,0.0796
9027,0.0636,-1.703,0.5719,-1.9215,,0.0636
9028,0.0946,-1.8829,0.5591,-1.8829,,0.0946
9029,0.1464,-2.0628,0.5462,-1.8444,,0.1464
9030,0.1547,-2.2428,0.5462,-1.7929,,0.1547
9031,0.1064,-2.4099,0.5334,-1.7801,,0.1064
9032,-0.0393,-2.6027,0.5205,-1.7415,,0.0393
9033,-0.2119,-2.7697,0.5077,-1.7287,,0.2119
9034,-0.239,-2.924,0.5077,-1.703,,0.239
9035,-0.3286,-3.1039,0.5205,-1.6901,,0.3286
9036,-0.3363,-3.271,0.5077,-1.6644,,0.3363
9037,-0.2844,-3.4381,0.482,-1.613,,0.2844
9038,-0.1484,-3.5666,0.4563,-1.5873,,0.1484
9039,0.0288,-3.7465,0.4434,-1.5359,,0.0288
9040,0.0722,-3.8879,0.4306,-1.4716,,0.0722
9041,0.0808,-4.0036,0.4177,-1.4588,,0.0808
9042,0.0192,-4.0936,0.4049,-1.4074,,0.0192
9043,0.0349,-4.1578,0.3792,-1.4074,,0.0349
9044,0.1391,-4.1707,0.3534,-1.3688,,0.1391
9045,0.0768,-4.1578,0.3406,-1.3302,,0.0768
9046,0.091,-4.0936,0.3149,-1.2917,,0.091
9047,0.1039,-4.0036,0.2892,-1.2531,,0.1039
9048,0.1094,-3.9136,0.2635,-1.1632,,0.1094
9049,0.0483,-3.8108,0.2506,-1.0475,,0.0483
9050,-0.0667,-3.7208,0.2121,-0.8418,,0.0667
9051,-0.0475,-3.618,0.2249,-0.5462,,0.0475
9052,0.0587,-3.5538,0.2378,-0.3406,,0.0587
9053,0.0932,-3.4381,0.2635,-0.1864,,0.0932
9054,0.114,-3.361,0.3149,-0.0321,,0.114
9055,0.0907,-3.2581,0.3792,0.0835,,0.0907
9056,-0.0171,-3.1168,0.4563,0.1092,,0.0171
9057,-0.0543,-2.9882,0.5077,0.1092,,0.0543
9058,0.0193,-2.8597,0.5719,0.0193,,0.0193
9059,0.018,-2.7055,0.6362,-0.0578,,0.018
9060,-0.0701,-2.5898,0.7133,-0.1478,,0.0701
9061,-0.117,-2.4356,0.7519,-0.1992,,0.117
9062,-0.1624,-2.307,0.8161,-0.3277,,0.1624
9063,-0.154,-2.1657,0.8676,-0.4434,,0.154
9064,-0.1292,-1.9986,0.9061,-0.5077,,0.1292
9065,-0.1384,-1.8701,0.9575,-0.5719,,0.1384
9066,-0.1561,-1.6901,0.9961,-0.6234,,0.1561
9067,-0.1324,-1.5359,1.0218,-0.6619,,0.1324
9068,-0.1235,-1.3688,1.0603,-0.6619,,0.1235
9069,0.0133,-1.1632,1.0732,-0.6619,,0.0133
9070,0.0957,-0.9575,1.0475,-0.6491,,0.0957
9071,0.0761,-0.7133,1.0732,-0.6362,,0.0761
9072,0.0578,-0.482,1.1118,-0.6234,,0.0578
9073,0.1208,-0.2635,1.1246,-0.6491,,0.1208
9074,0.1353,-0.0193,1.1889,-0.6748,,0.1353
9075,0.1184,0.2506,1.266,-0.7262,,0.1184
9076,0.2105,0.5205,1.3045,-0.7904,,0.2105
9077,0.3112,0.7647,1.3431,-0.8933,,0.3112
9078,0.2609,1.0732,1.3945,-0.9575,,0.2609
9079,0.0489,1.3174,1.4331,-1.0346,,0.0489
9080,-0.0182,1.4716,1.4845,-1.0603,,0.0182
9081,-0.0935,1.7672,1.4973,-1.0475,,0.0935
9082,-0.2295,2.0757,1.4716,-1.0089,,0.2295
9083,-0.3326,2.4484,1.4588,-0.8933,,0.3326
9084,-0.2565,2.7312,1.4588,-0.8161,,0.2565
9085,-0.0887,3.0011,1.4716,-0.7262,,0.0887
9086,-0.0257,3.2196,1.4845,-0.6362,,0.0257
9087,-0.0375,3.4252,1.4845,-0.5976,,0.0375
9088,-0.031,3.618,1.4588,-0.5848,,0.031
9089,0.0054,3.8108,1.4331,-0.6491,,0.0054
9090,0.0213,4.0036,1.3431,-0.7647,,0.0213
9091,-0.053,4.1964,1.2531,-0.9318,,0.053
9092,-0.1015,4.3635,1.1375,-1.1246,,0.1015
9093,-0.0181,4.5563,1.0089,-1.3945,,0.0181
9094,0.1231,4.7619,0.8418,-1.7415,,0.1231
9095,0.2681,4.9675,0.6619,-2.1785,,0.2681
9096,0.3502,5.1989,0.4948,-2.6669,,0.3502
9097,0.4811,5.3531,0.3534,-3.1296,,0.4811
9098,0.3868,5.5074,0.2378,-3.5795,,0.3868
9099,0.2134,5.6359,0.1092,-4.0293,,0.2134
9100,-0.0521,5.7644,0.0064,-4.6334,,0.0521
9101,-0.1387,5.9058,-0.1221,-5.2117,,0.1387
9102,-0.0694,5.9829,-0.2249,-5.6102,,0.0694
9103,-0.045,5.9958,-0.2892,-5.8801,,0.045
9104,-0.0048,5.9058,-0.3534,-5.9058,,0.0048
9105,0.0241,5.7259,-0.3663,-5.6616,,0.0241
9106,0.1191,5.4945,-0.392,-5.1989,,0.1191
9107,0.146,5.2632,-0.4049,-4.6334,,0.146
9108,0.0622,5.0447,-0.4434,-3.9779,,0.0622
9109,0.0851,4.8647,-0.4948,-3.3867,,0.0851
9110,0.0565,4.6848,-0.5205,-2.8854,,0.0565
9111,-0.0741,4.5563,-0.5205,-2.4484,,0.0741
9112,-0.1541,4.402,-0.5334,-2.1914,,0.1541
9113,-0.0345,4.2607,-0.482,-2.0243,,0.0345
9114,0.1998,4.0679,-0.4691,-1.9086,,0.1998
9115,0.1484,3.9008,-0.4049,-1.8186,,0.1484
9116,0.2493,3.6951,-0.3406,-1.7801,,0.2493
9117,0.223,3.5152,-0.2763,-1.7544,,0.223
9118,0.2292,3.3224,-0.2249,-1.7415,,0.2292
9119,0.1508,3.1553,-0.1607,-1.7415,,0.1508
9120,0.0876,2.9882,-0.1221,-1.7287,,0.0876
9121,0.1146,2.834,-0.0707,-1.703,,0.1146
9122,0.0599,2.6798,-0.045,-1.6387,,0.0599
9123,-0.1446,2.5512,-0.0064,-1.5744,,0.1446
9124,-0.1698,2.397,0.0064,-1.4973,,0.1698
9125,-0.1666,2.2685,0.045,-1.3688,,0.1666
9126,-0.2178,2.1528,0.0707,-1.266,,0.2178
9127,-0.3282,2.0371,0.0964,-1.1375,,0.3282
9128,-0.2702,1.9215,0.1092,-1.0346,,0.2702
9129,-0.1385,1.8186,0.1221,-0.9318,,0.1385
9130,-0.0721,1.7287,0.1478,-0.8161,,0.0721
9131,0.0142,1.6387,0.1478,-0.7647,,0.0142
