製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,,
14713,-0.1685,1.0346,-0.1092,-0.1607,,0.1685
14714,-0.1668,1.0475,-0.1478,-0.1221,,0.1668
14715,-0.0828,1.0346,-0.1735,-0.0835,,0.0828
14716,0.0891,1.0089,-0.1992,-0.0578,,0.0891
14717,0.1078,0.9704,-0.1992,-0.045,,0.1078
14718,-0.0568,0.9447,-0.2121,0.0064,,0.0568
14719,-0.1822,0.919,-0.2249,0.0064,,0.1822
14720,-0.2064,0.8933,-0.2378,0.0707,,0.2064
14721,-0.2805,0.8547,-0.2506,0.1092,,0.2805
14722,-0.2537,0.8418,-0.2378,0.1221,,0.2537
14723,-0.1463,0.8418,-0.2506,0.135,,0.1463
14724,0.0203,0.829,-0.2249,0.135,,0.0203
14725,0.22,0.7776,-0.2249,0.1607,,0.22
14726,0.3228,0.7519,-0.1992,0.1992,,0.3228
14727,0.544,0.739,-0.1992,0.1864,,0.544
14728,0.5096,0.6876,-0.1864,0.1607,,0.5096
14729,0.1924,0.6748,-0.1607,0.1607,,0.1924
14730,0.3462,0.6105,-0.1735,0.1478,,0.3462
14731,0.3802,0.5591,-0.1607,0.1607,,0.3802
14732,0.2748,0.5205,-0.1478,0.1607,,0.2748
14733,0.3183,0.4691,-0.135,0.1607,,0.3183
14734,0.2772,0.4306,-0.135,0.135,,0.2772
14735,0.1761,0.392,-0.1092,0.135,,0.1761
14736,0.1211,0.3663,-0.1092,0.135,,0.1211
14737,0.1308,0.3277,-0.1092,0.0964,,0.1308
14738,0.1335,0.3406,-0.0964,0.0835,,0.1335
14739,0.1058,0.3277,-0.0964,0.0835,,0.1058
14740,0.055,0.302,-0.0964,0.0321,,0.055
14741,-0.042,0.302,-0.0835,0.0193,,0.042
14742,-0.2575,0.3149,-0.0835,-0.0193,,0.2575
14743,-0.6335,0.3149,-0.0578,-0.0964,,0.6335
14744,-0.4409,0.3277,-0.0707,-0.135,,0.4409
14745,-0.3108,0.3534,-0.0835,-0.1735,,0.3108
14746,-0.2894,0.3663,-0.0835,-0.2121,,0.2894
14747,-0.147,0.392,-0.0964,-0.2892,,0.147
14748,-0.1677,0.4306,-0.0835,-0.302,,0.1677
14749,-0.137,0.4434,-0.1092,-0.3792,,0.137
14750,-0.0295,0.482,-0.1092,-0.4434,,0.0295
14751,0.0757,0.5077,-0.135,-0.5077,,0.0757
14752,0.232,0.5591,-0.1607,-0.5976,,0.232
14753,0.252,0.6362,-0.1864,-0.6876,,0.252
14754,-0.0287,0.6748,-0.2121,-0.7519,,0.0287
14755,-0.1114,0.7133,-0.2378,-0.8161,,0.1114
14756,-0.1484,0.7776,-0.2763,-0.9061,,0.1484
14757,-0.177,0.8418,-0.3149,-0.9704,,0.177
14758,-0.1647,0.9318,-0.3406,-1.0218,,0.1647
14759,-0.0237,0.9961,-0.392,-1.1375,,0.0237
14760,0.035,1.1118,-0.4306,-1.2403,,0.035
14761,0.0407,1.1889,-0.4948,-1.3045,,0.0407
14762,0.0213,1.2788,-0.5591,-1.3817,,0.0213
14763,0.0145,1.3688,-0.5976,-1.4459,,0.0145
14764,-0.09,1.4588,-0.6362,-1.5102,,0.09
14765,-0.0164,1.5616,-0.6876,-1.5616,,0.0164
14766,0.0372,1.6516,-0.7262,-1.613,,0.0372
14767,0.0546,1.7415,-0.7647,-1.6644,,0.0546
14768,0.1873,1.8572,-0.829,-1.7287,,0.1873
14769,0.3438,1.96,-0.8547,-1.7801,,0.3438
14770,0.2378,2.0371,-0.8804,-1.8186,,0.2378
14771,-0.0776,2.1785,-0.8933,-1.8958,,0.0776
14772,-0.6103,2.2685,-0.9061,-1.9343,,0.6103
14773,-0.6902,2.3713,-0.9061,-1.9729,,0.6902
14774,-0.2023,2.487,-0.9061,-2.0628,,0.2023
14775,0.2004,2.6155,-0.8933,-2.1014,,0.2004
14776,0.5969,2.7183,-0.8933,-2.1785,,0.5969
14777,0.6862,2.8469,-0.8804,-2.2299,,0.6862
14778,0.5641,2.9497,-0.8547,-2.2685,,0.5641
14779,0.1838,3.0525,-0.829,-2.2556,,0.1838
14780,-0.0444,3.1425,-0.7904,-2.2428,,0.0444
14781,-0.2008,3.2196,-0.7519,-2.1914,,0.2008
14782,-0.3919,3.3096,-0.7005,-2.1014,,0.3919
14783,-0.3837,3.3738,-0.6748,-1.9857,,0.3837
14784,-0.229,3.3995,-0.6362,-1.8315,,0.229
14785,0.0144,3.4252,-0.6105,-1.6387,,0.0144
14786,0.4127,3.4124,-0.5976,-1.4459,,0.4127
14787,0.5223,3.4252,-0.5591,-1.2403,,0.5223
14788,0.4502,3.3995,-0.5462,-1.0603,,0.4502
14789,0.2793,3.361,-0.5077,-0.8804,,0.2793
14790,0.0316,3.2967,-0.4691,-0.7776,,0.0316
14791,-0.0642,3.2324,-0.4306,-0.6876,,0.0642
14792,-0.1206,3.1682,-0.4049,-0.6362,,0.1206
14793,-0.0519,3.0782,-0.3406,-0.5719,,0.0519
14794,-0.1541,2.9625,-0.302,-0.5205,,0.1541
14795,-0.0445,2.8212,-0.2249,-0.5205,,0.0445
14796,-0.3264,2.6669,-0.1478,-0.4306,,0.3264
14797,-0.728,2.4741,-0.0835,-0.3792,,0.728
14798,-1.0374,2.307,-0.0064,-0.302,,1.0374
14799,-1.0859,2.0886,0.0835,-0.1992,,1.0859
14800,-0.9454,1.8572,0.1864,-0.0964,,0.9454
14801,-0.7787,1.5744,0.302,0.0321,,0.7787
14802,-1.0864,1.3302,0.4177,0.135,,1.0864
14803,-0.4529,1.0218,0.5591,0.2249,,0.4529
14804,0.4074,0.7262,0.6619,0.302,,0.4074
14805,1.3222,0.4177,0.7776,0.3406,,1.3222
14806,1.7628,0.1221,0.8933,0.2763,,1.7628
14807,1.0845,-0.1864,0.9832,0.1864,,1.0845
14808,0.0795,-0.4306,1.0603,-0.0193,,0.0795
14809,0.1545,-0.6491,1.1246,-0.302,,0.1545
14810,0.7922,-0.8418,1.176,-0.6491,,0.7922
14811,1.155,-1.0475,1.2146,-1.0089,,1.155
14812,0.1524,-1.2146,1.2531,-1.3817,,0.1524
14813,-1.5871,-1.3431,1.2274,-1.7287,,1.5871
14814,-2.367,-1.5487,1.2017,-1.9986,,2.367
14815,-2.4001,-1.7415,1.1375,-2.1657,,2.4001
14816,-0.6018,-1.8829,1.0475,-2.2942,,0.6018
14817,0.9164,-2.14,0.9575,-2.2942,,0.9164
14818,0.324,-2.4227,0.8933,-2.2685,,0.324
14819,0.0285,-2.7055,0.8161,-2.1914,,0.0285
14820,-0.5828,-2.8983,0.7133,-2.05,,0.5828
14821,-1.3372,-3.1296,0.6362,-1.9215,,1.3372
14822,-0.4275,-3.3224,0.5848,-1.7544,,0.4275
14823,0.1557,-3.4766,0.5462,-1.6259,,0.1557
14824,1.2596,-3.6694,0.5205,-1.4845,,1.2596
14825,2.4,-3.7723,0.5205,-1.3688,,2.4
14826,2.4,-3.8494,0.5205,-1.2788,,2.4
14827,2.1473,-3.8494,0.5205,-1.2017,,2.1473
14828,0.9519,-3.8365,0.5205,-1.1503,,0.9519
14829,-2.4001,-3.7465,0.4948,-1.1503,,2.4001
14830,-2.4001,-3.618,0.4563,-1.1503,,2.4001
14831,-2.4001,-3.4766,0.4306,-1.1889,,2.4001
14832,-1.8877,-3.3224,0.3792,-1.3045,,1.8877
14833,1.0861,-3.1425,0.3534,-1.3688,,1.0861
14834,2.4,-2.9625,0.3406,-1.4716,,2.4
14835,2.4,-2.7826,0.3277,-1.6002,,2.4
14836,2.4,-2.6155,0.3406,-1.7158,,2.4
14837,2.0907,-2.4613,0.3663,-1.7801,,2.0907
14838,1.1501,-2.3199,0.392,-1.8572,,1.1501
14839,0.9076,-2.2042,0.4434,-1.8958,,0.9076
14840,0.9758,-2.1143,0.482,-1.8701,,0.9758
14841,0.7012,-2.0243,0.5334,-1.8701,,0.7012
14842,0.4185,-1.9472,0.5848,-1.8444,,0.4185
14843,0.0969,-1.8701,0.6362,-1.8058,,0.0969
14844,-0.2415,-1.7929,0.6619,-1.7929,,0.2415
14845,-0.4674,-1.703,0.6748,-1.7672,,0.4674
14846,-0.5256,-1.613,0.7005,-1.7287,,0.5256
14847,-1.7902,-1.5102,0.7005,-1.7158,,1.7902
14848,-2.1342,-1.4074,0.7005,-1.7287,,2.1342
14849,-2.4001,-1.2917,0.7005,-1.7544,,2.4001
14850,-1.7159,-1.2146,0.7005,-1.7544,,1.7159
14851,0.2422,-1.1118,0.7005,-1.8186,,0.2422
14852,1.7691,-1.0089,0.6748,-1.8572,,1.7691
14853,2.4,-0.919,0.6619,-1.9086,,2.4
14854,2.2367,-0.8418,0.6491,-1.9343,,2.2367
14855,0.9999,-0.739,0.6362,-1.96,,0.9999
14856,0.1469,-0.6619,0.6234,-1.9986,,0.1469
14857,-0.5789,-0.5719,0.6105,-2.0371,,0.5789
14858,-0.745,-0.482,0.6234,-2.05,,0.745
14859,-0.4732,-0.392,0.6234,-2.0757,,0.4732
14860,-0.409,-0.3149,0.6362,-2.1014,,0.409
14861,-0.5624,-0.2121,0.6362,-2.1143,,0.5624
14862,-0.5044,-0.1092,0.6491,-2.1271,,0.5044
14863,-0.4162,-0.0193,0.6619,-2.14,,0.4162
14864,-0.5684,0.0707,0.6748,-2.14,,0.5684
14865,-0.7647,0.1478,0.6748,-2.1271,,0.7647
14866,-1.5117,0.2378,0.6876,-2.1143,,1.5117
14867,-1.5499,0.3149,0.7005,-2.1143,,1.5499
14868,-0.9509,0.4177,0.7005,-2.0886,,0.9509
14869,0.1358,0.4948,0.6876,-2.05,,0.1358
14870,0.7967,0.5591,0.6876,-2.05,,0.7967
14871,0.6762,0.6234,0.6876,-2.05,,0.6762
14872,0.4947,0.6876,0.7005,-2.0114,,0.4947
14873,-0.8824,0.7647,0.6748,-1.9986,,0.8824
14874,-1.3987,0.8033,0.6876,-1.9986,,1.3987
14875,-1.1423,0.8676,0.6619,-1.9857,,1.1423
14876,-0.0243,0.9318,0.6491,-1.9729,,0.0243
14877,1.4067,0.9832,0.6234,-1.9729,,1.4067
14878,1.2333,1.0346,0.6234,-1.96,,1.2333
14879,-1.7807,1.086,0.5848,-1.96,,1.7807
14880,-2.4001,1.1246,0.5719,-1.9729,,2.4001
14881,-2.4001,1.1632,0.5462,-1.9472,,2.4001
14882,-1.1604,1.2017,0.5205,-1.9472,,1.1604
14883,1.604,1.2531,0.5077,-1.9986,,1.604
14884,2.4,1.2917,0.482,-1.9729,,2.4
14885,2.4,1.3045,0.4306,-1.9857,,2.4
14886,2.4,1.3431,0.4177,-1.9857,,2.4
14887,1.2625,1.3688,0.392,-1.9729,,1.2625
14888,0.0636,1.4074,0.3663,-1.9343,,0.0636
14889,0.2246,1.4202,0.3406,-1.9086,,0.2246
14890,0.8472,1.4459,0.3149,-1.9086,,0.8472
14891,1.4212,1.4588,0.302,-1.9086,,1.4212
14892,1.1043,1.4845,0.2763,-1.8829,,1.1043
14893,0.722,1.5102,0.2763,-1.8829,,0.722
14894,0.5206,1.523,0.2378,-1.8444,,0.5206
14895,0.2451,1.5487,0.2378,-1.8058,,0.2451
14896,-0.105,1.5616,0.2249,-1.7415,,0.105
14897,-1.3476,1.5873,0.2378,-1.7158,,1.3476
14898,-2.1242,1.5873,0.2121,-1.6901,,2.1242
14899,-2.0836,1.6002,0.1992,-1.6773,,2.0836
14900,-0.8219,1.6002,0.2121,-1.6516,,0.8219
14901,0.909,1.613,0.1992,-1.6387,,0.909
14902,1.9358,1.6259,0.2121,-1.613,,1.9358
14903,1.9271,1.6259,0.2121,-1.6002,,1.9271
14904,1.2589,1.6259,0.2121,-1.5744,,1.2589
14905,0.4954,1.6387,0.2249,-1.5359,,0.4954
14906,-0.5588,1.6259,0.1992,-1.523,,0.5588
14907,-0.9022,1.6387,0.2121,-1.5102,,0.9022
14908,-0.9043,1.6644,0.1992,-1.4845,,0.9043
14909,-0.6725,1.6644,0.2121,-1.4845,,0.6725
14910,-0.4257,1.6644,0.2121,-1.4716,,0.4257
14911,-0.2354,1.6901,0.2121,-1.4588,,0.2354
14912,-0.1429,1.6644,0.2121,-1.4588,,0.1429
14913,-0.1319,1.6644,0.2249,-1.4459,,0.1319
14914,-0.0341,1.6773,0.1864,-1.4459,,0.0341
14915,0.0308,1.703,0.1864,-1.4588,,0.0308
14916,0.079,1.6773,0.1864,-1.4459,,0.079
14917,-0.1137,1.6644,0.1478,-1.4074,,0.1137
14918,-0.2451,1.6773,0.135,-1.3945,,0.2451
14919,-0.3516,1.6773,0.135,-1.3431,,0.3516
14920,-0.2165,1.6773,0.1092,-1.3045,,0.2165
14921,-0.064,1.6516,0.0964,-1.2531,,0.064
14922,-0.0534,1.6387,0.0707,-1.1889,,0.0534
14923,-0.0257,1.6387,0.045,-1.1246,,0.0257
14924,-0.1617,1.6002,0.0321,-1.0603,,0.1617
14925,-0.223,1.5744,0.0064,-1.0089,,0.223
14926,-0.2454,1.5616,-0.0064,-0.9447,,0.2454
14927,-0.1163,1.5616,-0.0321,-0.8804,,0.1163
14928,0.0031,1.5616,-0.0321,-0.829,,0.0031
14929,0.0167,1.5487,-0.0578,-0.8033,,0.0167
14930,-0.0416,1.5744,-0.0835,-0.7904,,0.0416
14931,-0.0636,1.5744,-0.1221,-0.7519,,0.0636
14932,-0.0374,1.6002,-0.135,-0.7262,,0.0374
14933,0.1064,1.613,-0.1607,-0.7262,,0.1064
14934,0.1679,1.6259,-0.1992,-0.6876,,0.1679
14935,0.2271,1.6516,-0.2121,-0.6619,,0.2271
14936,0.1021,1.6644,-0.2378,-0.6491,,0.1021
14937,0.0622,1.7158,-0.2506,-0.6105,,0.0622
14938,0.0626,1.7544,-0.2763,-0.6105,,0.0626
14939,0.0828,1.7929,-0.3149,-0.5848,,0.0828
14940,0.0886,1.8315,-0.3149,-0.5719,,0.0886
14941,0.0605,1.8572,-0.3277,-0.5462,,0.0605
14942,-0.0191,1.8958,-0.3406,-0.5205,,0.0191
14943,-0.1631,1.9343,-0.3534,-0.4948,,0.1631
14944,-0.2138,1.9472,-0.3534,-0.482,,0.2138
14945,-0.1746,1.9729,-0.3534,-0.4434,,0.1746
14946,-0.0664,1.9857,-0.3663,-0.4306,,0.0664
14947,-0.0426,1.9857,-0.3663,-0.4177,,0.0426
14948,-0.0404,1.9729,-0.3663,-0.4177,,0.0404
14949,-0.0647,1.9472,-0.3663,-0.4049,,0.0647
14950,-0.0829,1.9215,-0.3534,-0.3792,,0.0829
14951,0.0122,1.8701,-0.3663,-0.3792,,0.0122
14952,0.0711,1.8315,-0.3792,-0.3663,,0.0711
14953,0.0804,1.8058,-0.3792,-0.3534,,0.0804
14954,0.112,1.7801,-0.3792,-0.392,,0.112
14955,0.1849,1.7929,-0.392,-0.4177,,0.1849
14956,0.2334,1.7672,-0.4177,-0.392,,0.2334
14957,0.154,1.7801,-0.4306,-0.3792,,0.154
14958,0.0995,1.7801,-0.4306,-0.4306,,0.0995
14959,0.0397,1.7672,-0.4563,-0.392,,0.0397
14960,-0.1104,1.7672,-0.4306,-0.4049,,0.1104
14961,-0.2535,1.7287,-0.4563,-0.4306,,0.2535
14962,-0.3872,1.703,-0.4563,-0.4306,,0.3872
14963,-0.3548,1.6387,-0.4563,-0.4434,,0.3548
14964,-0.3077,1.5744,-0.4434,-0.4691,,0.3077
14965,-0.2181,1.5359,-0.4306,-0.4691,,0.2181
14966,-0.1079,1.5102,-0.4177,-0.482,,0.1079
14967,-0.0272,1.5102,-0.4306,-0.482,,0.0272
14968,-0.0179,1.5487,-0.4306,-0.4563,,0.0179
14969,0.0226,1.5359,-0.4563,-0.4691,,0.0226
14970,-0.0259,1.5359,-0.4691,-0.4434,,0.0259
14971,0.0177,1.5487,-0.4691,-0.4049,,0.0177
14972,0.0869,1.5359,-0.4948,-0.392,,0.0869
14973,0.0902,1.4973,-0.5077,-0.3663,,0.0902
14974,0.0467,1.4459,-0.5077,-0.3149,,0.0467
14975,0.0775,1.3688,-0.5334,-0.2892,,0.0775
14976,0.0506,1.3302,-0.5462,-0.2506,,0.0506
14977,0.0147,1.266,-0.5591,-0.2378,,0.0147
14978,0.0244,1.2146,-0.5976,-0.2249,,0.0244
14979,0.0448,1.1632,-0.6105,-0.1992,,0.0448
14980,0.0768,1.1246,-0.6234,-0.1992,,0.0768
14981,0.0738,1.086,-0.6619,-0.2121,,0.0738
14982,0.0578,1.0475,-0.6748,-0.2121,,0.0578
14983,0.0817,1.0346,-0.6748,-0.2121,,0.0817
14984,0.0841,0.9832,-0.7005,-0.2249,,0.0841
14985,0.0412,0.9704,-0.7262,-0.2506,,0.0412
14986,-0.0057,0.9447,-0.7262,-0.302,,0.0057
14987,0.0327,0.9318,-0.739,-0.3663,,0.0327
14988,-0.0563,0.919,-0.7519,-0.3792,,0.0563
14989,-0.0598,0.919,-0.7262,-0.4691,,0.0598
14990,-0.0689,0.9061,-0.7133,-0.5077,,0.0689
14991,-0.1354,0.8804,-0.6876,-0.5848,,0.1354
14992,-0.1384,0.8933,-0.6362,-0.6491,,0.1384
14993,-0.094,0.8676,-0.6234,-0.7262,,0.094
14994,-0.0352,0.8547,-0.5719,-0.8033,,0.0352
14995,0.0294,0.8418,-0.5205,-0.8933,,0.0294
14996,0.0914,0.829,-0.4691,-0.9961,,0.0914
14997,0.0654,0.7904,-0.4049,-1.0475,,0.0654
14998,-0.0406,0.7904,-0.3406,-1.1246,,0.0406
14999,-0.179,0.739,-0.2763,-1.2274,,0.179
15000,-0.2667,0.6876,-0.1735,-1.356,,0.2667
15001,-0.3494,0.6491,-0.1092,-1.4331,,0.3494
15002,-0.1756,0.6105,-0.0193,-1.523,,0.1756
15003,0.0669,0.5591,0.0578,-1.6002,,0.0669
15004,0.1778,0.5077,0.135,-1.7287,,0.1778
15005,0.2003,0.4306,0.2249,-1.8572,,0.2003
15006,0.1159,0.3663,0.302,-1.9857,,0.1159
15007,0.0705,0.2892,0.3792,-2.1143,,0.0705
15008,-0.0973,0.2378,0.4306,-2.2813,,0.0973
15009,-0.1611,0.135,0.482,-2.4356,,0.1611
15010,-0.1323,0.0321,0.5205,-2.5641,,0.1323
15011,-0.1486,-0.0578,0.5591,-2.6541,,0.1486
15012,-0.1833,-0.1478,0.6105,-2.7826,,0.1833
15013,-0.1154,-0.2378,0.6234,-2.8597,,0.1154
15014,-0.0468,-0.3277,0.6619,-2.9111,,0.0468
15015,0.0995,-0.4177,0.6748,-2.9625,,0.0995
15016,0.1863,-0.5205,0.7005,-2.9882,,0.1863
15017,0.2027,-0.6105,0.7133,-2.9882,,0.2027
15018,0.2279,-0.739,0.739,-3.0011,,0.2279
15019,0.1997,-0.8676,0.7519,-2.9754,,0.1997
15020,0.0902,-0.9961,0.7647,-2.9497,,0.0902
15021,0.0259,-1.1632,0.7647,-2.8983,,0.0259
15022,0.008,-1.3045,0.7776,-2.8469,,0.008
15023,0.0324,-1.4459,0.7776,-2.7697,,0.0324
15024,-0.0063,-1.613,0.7776,-2.7183,,0.0063
15025,-0.0742,-1.7801,0.7647,-2.6155,,0.0742
15026,0.0083,-1.9472,0.7776,-2.5255,,0.0083
15027,0.0114,-2.1014,0.7647,-2.4227,,0.0114
15028,-0.0376,-2.2556,0.7519,-2.3199,,0.0376
15029,-0.0144,-2.4227,0.739,-2.2299,,0.0144
15030,-0.0372,-2.5641,0.739,-2.14,,0.0372
15031,0.0089,-2.7183,0.7262,-2.0757,,0.0089
15032,-0.0765,-2.8469,0.7262,-1.9986,,0.0765
15033,-0.1283,-2.9754,0.7133,-1.9086,,0.1283
15034,-0.096,-3.1168,0.7005,-1.8186,,0.096
15035,-0.1843,-3.2581,0.7005,-1.6773,,0.1843
15036,-0.0224,-3.3995,0.6748,-1.5487,,0.0224
15037,0.1484,-3.5281,0.6491,-1.4202,,0.1484
15038,0.2363,-3.6052,0.6362,-1.266,,0.2363
15039,0.2115,-3.708,0.6105,-1.1118,,0.2115
15040,-0.0046,-3.7723,0.5848,-0.9447,,0.0046
15041,-0.1602,-3.8108,0.5591,-0.8033,,0.1602
15042,-0.2341,-3.7851,0.5462,-0.6748,,0.2341
15043,-0.2013,-3.7723,0.5462,-0.5848,,0.2013
15044,-0.1671,-3.6951,0.5334,-0.4948,,0.1671
15045,-0.1082,-3.6052,0.5205,-0.4434,,0.1082
15046,-0.0863,-3.4766,0.5077,-0.4306,,0.0863
15047,-0.0812,-3.3096,0.5205,-0.4563,,0.0812
15048,-0.0169,-3.1168,0.5334,-0.4691,,0.0169
15049,0.0693,-2.8983,0.5591,-0.5462,,0.0693
15050,0.2425,-2.6541,0.5976,-0.6619,,0.2425
15051,0.3437,-2.3328,0.6105,-0.7647,,0.3437
15052,0.2932,-2.0757,0.6491,-0.829,,0.2932
15053,0.1752,-1.7672,0.6876,-0.9061,,0.1752
15054,0.1017,-1.4716,0.7262,-0.9832,,0.1017
15055,0.1085,-1.2017,0.7647,-0.9961,,0.1085
15056,0.1383,-0.9318,0.829,-1.0475,,0.1383
15057,0.1654,-0.6876,0.8804,-1.0089,,0.1654
15058,0.206,-0.4306,0.9447,-1.0089,,0.206
15059,0.1954,-0.2121,0.9704,-0.9704,,0.1954
15060,0.1511,-0.0193,1.086,-0.9447,,0.1511
15061,0.0954,0.1735,1.2017,-0.9318,,0.0954
15062,-0.0021,0.3534,1.2917,-0.9447,,0.0021
15063,-0.0755,0.5334,1.3688,-0.9447,,0.0755
15064,-0.1526,0.7519,1.4074,-0.9704,,0.1526
15065,-0.1844,0.919,1.4459,-0.9704,,0.1844
15066,-0.2235,1.1246,1.4459,-0.9704,,0.2235
15067,-0.2279,1.3302,1.4331,-0.9704,,0.2279
15068,-0.2346,1.5487,1.4074,-1.0089,,0.2346
15069,-0.2638,1.7287,1.3817,-1.0218,,0.2638
15070,-0.2606,1.8958,1.3688,-1.0089,,0.2606
15071,-0.2807,2.0886,1.3302,-0.9961,,0.2807
15072,-0.285,2.2556,1.2788,-1.0218,,0.285
15073,-0.2032,2.4227,1.2403,-1.0346,,0.2032
15074,-0.1269,2.6027,1.1889,-1.0603,,0.1269
15075,-0.0694,2.744,1.1375,-1.0346,,0.0694
15076,-0.1061,2.8983,1.0603,-1.086,,0.1061
15077,-0.0576,3.0397,0.9704,-1.086,,0.0576
15078,0.1526,3.1939,0.9061,-1.2017,,0.1526
15079,0.266,3.3738,0.829,-1.3174,,0.266
15080,0.4344,3.5281,0.739,-1.4459,,0.4344
15081,0.4674,3.6566,0.6362,-1.6387,,0.4674
15082,0.4491,3.7851,0.5334,-1.8186,,0.4491
15083,0.4217,3.9393,0.4563,-1.9986,,0.4217
15084,0.3508,4.0165,0.3406,-2.1914,,0.3508
15085,0.179,4.1193,0.2763,-2.4356,,0.179
15086,-0.0382,4.2221,0.1735,-2.7312,,0.0382
15087,-0.1657,4.3121,0.0964,-3.0525,,0.1657
15088,-0.2474,4.4277,-0.0064,-3.3867,,0.2474
15089,-0.3195,4.5434,-0.0835,-3.708,,0.3195
15090,-0.2386,4.5948,-0.135,-3.9779,,0.2386
15091,-0.1466,4.6077,-0.1735,-4.1835,,0.1466
15092,-0.0239,4.582,-0.1992,-4.2478,,0.0239
15093,0.0292,4.5177,-0.2378,-4.1578,,0.0292
15094,-0.0614,4.402,-0.2635,-3.965,,0.0614
15095,-0.1563,4.2735,-0.2892,-3.6951,,0.1563
15096,-0.0642,4.145,-0.3277,-3.4252,,0.0642
15097,-0.0512,4.0036,-0.3534,-3.1296,,0.0512
15098,-0.0418,3.8879,-0.3663,-2.8854,,0.0418
15099,0.0365,3.7723,-0.3663,-2.6027,,0.0365
15100,0.2222,3.6437,-0.3663,-2.4227,,0.2222
15101,0.1975,3.4895,-0.3534,-2.2813,,0.1975
15102,0.301,3.3867,-0.3277,-2.1657,,0.301
15103,0.3711,3.2581,-0.302,-2.05,,0.3711
15104,0.2854,3.1168,-0.2892,-1.96,,0.2854
15105,0.2203,2.9882,-0.2506,-1.8829,,0.2203
15106,0.2731,2.834,-0.2121,-1.8058,,0.2731
15107,0.0687,2.7055,-0.1735,-1.7415,,0.0687
15108,-0.0839,2.5898,-0.1478,-1.703,,0.0839
15109,-0.2465,2.4613,-0.135,-1.6259,,0.2465
15110,-0.3518,2.3456,-0.1092,-1.5873,,0.3518
15111,-0.1209,2.2042,-0.0707,-1.5102,,0.1209
15112,0.2722,2.0886,-0.045,-1.4459,,0.2722
15113,0.4338,1.9857,-0.0064,-1.3688,,0.4338
15114,0.5813,1.8572,0.0064,-1.2788,,0.5813
15115,0.639,1.7929,0.0193,-1.1889,,0.639
15116,0.6502,1.703,0.045,-1.1246,,0.6502
15117,0.3963,1.6259,0.0578,-1.0475,,0.3963
15118,0.0784,1.5487,0.0578,-1.0089,,0.0784
15119,-0.0968,1.4845,0.0578,-0.9575,,0.0968
15120,-0.2546,1.4202,0.0578,-0.9061,,0.2546
15121,-0.3257,1.3688,0.0707,-0.8547,,0.3257
15122,-0.4156,1.3302,0.0707,-0.8547,,0.4156
15123,-0.4395,1.3045,0.0578,-0.8033,,0.4395
15124,-0.5433,1.2917,0.0707,-0.7776,,0.5433
15125,-0.7656,1.266,0.0707,-0.7519,,0.7656
15126,-0.8474,1.2531,0.0707,-0.7519,,0.8474
15127,-0.834,1.2403,0.0707,-0.739,,0.834
15128,-0.73,1.2403,0.1092,-0.7262,,0.73
15129,-0.5195,1.2146,0.0964,-0.739,,0.5195
15130,-0.0131,1.2146,0.0964,-0.7262,,0.0131
15131,0.5058,1.1889,0.1221,-0.7005,,0.5058
15132,0.7166,1.1632,0.135,-0.7005,,0.7166
15133,0.7612,1.1246,0.1478,-0.7005,,0.7612
15134,0.6531,1.0989,0.1478,-0.7005,,0.6531
15135,0.5939,1.0603,0.1607,-0.7133,,0.5939
15136,0.6994,1.0475,0.1864,-0.7262,,0.6994
15137,0.8448,1.0089,0.1864,-0.7519,,0.8448
15138,0.7861,1.0089,0.1864,-0.7776,,0.7861
15139,0.6169,0.9704,0.1992,-0.7776,,0.6169
15140,0.1094,0.9704,0.2121,-0.8161,,0.1094
15141,-0.2093,0.9704,0.1992,-0.8418,,0.2093
15142,-0.2449,0.9575,0.1992,-0.8547,,0.2449
15143,-0.2413,0.9704,0.2249,-0.9061,,0.2413
15144,-0.2471,0.9704,0.2378,-0.9061,,0.2471
15145,-0.2889,0.9832,0.2378,-0.8933,,0.2889
15146,-0.255,1.0089,0.2506,-0.8418,,0.255
15147,-0.1239,1.0218,0.2506,-0.829,,0.1239
15148,-0.0367,1.0218,0.2506,-0.8161,,0.0367
15149,0.0864,1.0218,0.2635,-0.7647,,0.0864
15150,0.1281,1.0089,0.2506,-0.7133,,0.1281
15151,0.1506,0.9832,0.2763,-0.6619,,0.1506
15152,0.0321,0.9704,0.2506,-0.6105,,0.0321
15153,-0.0742,0.9832,0.2506,-0.5848,,0.0742
15154,-0.1251,0.919,0.2763,-0.5462,,0.1251
15155,-0.1118,0.8804,0.2892,-0.482,,0.1118
15156,-0.1529,0.8547,0.2249,-0.4177,,0.1529
15157,-0.2821,0.8547,0.1992,-0.3277,,0.2821
15158,-0.2594,0.8547,0.1607,-0.2635,,0.2594
15159,-0.3004,0.829,0.135,-0.1992,,0.3004
15160,-0.3319,0.7904,0.135,-0.1221,,0.3319
15161,-0.3883,0.7519,0.1221,-0.0964,,0.3883
15162,-0.4415,0.739,0.0964,-0.0321,,0.4415
15163,-0.4788,0.739,0.0707,-0.0064,,0.4788
15164,-0.3372,0.7005,0.0578,0.0321,,0.3372
15165,-0.1395,0.6748,0.0064,0.0835,,0.1395
15166,0.1253,0.6876,0.0064,0.1092,,0.1253
15167,0.5146,0.6619,-0.0193,0.0964,,0.5146
15168,0.7942,0.6491,-0.0193,0.135,,0.7942
